Word;Frequency;
tatsächlich;8;
schatten;8;
johann;8;
freiwilligen;8;
früh;8;
geld;8;
innenministerium;8;
nördlich;8;
schäden;8;
weitgehend;8;
verfügung;8;
kommunen;8;
frage;8;
gegend;8;
möglicherweise;8;
überall;8;
raum;8;
erheblich;8;
festgestellt;8;
güllefässern;8;
äußerste;8;
setzt;8;
flächenbränden;8;
zweithöchste;8;
brandes;8;
bekannt;8;
verlassen;8;
eigenen;8;
löschflugzeugen;8;
hubschraubern;8;
staatlichen;8;
sprecherin;8;
zusätzlich;8;
bleiben;8;
gestern;8;
frühzeitig;8;
güllefässer;8;
entspannung;8;
seen;8;
schätzt;8;
ortschaften;8;
straßen;8;
amt;8;
spaziergänger;8;
lagerfeuer;8;
kleinere;8;
feuerwehrverband;8;
abo;8;
demand;8;
vermisst;7;
twitter;7;
elf;7;
afp;7;
bringt;7;
seite;7;
eichstätt;7;
jahres;7;
breitet;7;
probleme;7;
nachrichten;7;
tonnen;7;
2021;7;
bad;7;
privaten;7;
welt;7;
harz;7;
250;7;
aufnehmen;7;
teilten;7;
bedingungen;7;
erhöhte;7;
arbeit;7;
112;7;
gefährlich;7;
selbstentzündung;7;
stattfinden;7;
spezielle;7;
wahrscheinlich;7;
scheune;7;
glas;7;
erfasst;7;
intensität;7;
mann;7;
pkw;7;
griffen;7;
geschätzt;7;
melden;7;
festgelegte;7;
entdecken;7;
zeigt;7;
zeugen;7;
erreichten;7;
frau;7;
fordert;7;
csu;7;
orten;7;
starker;7;
rauchentwicklung;7;
4.000,00;7;
trockener;7;
dienstagnachmittag;7;
feldbrand;7;
einsatzstelle;7;
waldgebieten;7;
untergrund;7;
freizeitaktivitäten;7;
ehrenamtliche;7;
suchen;7;
forst;7;
nürnberg;7;
route;7;
bedeutet;7;
übergegriffen;7;
rettungsdienst;7;
dutzend;7;
umgebung;7;
tiere;7;
östlich;7;
fernsehen;7;
gemeinden;7;
benachbarten;7;
wütet;7;
langen;7;
örtlichen;7;
problematisch;7;
bedroht;7;
erntearbeiten;7;
aktiv;7;
bekämpft;7;
ausgerufen;7;
verhindert;7;
eingedämmt;7;
hessen;7;
brandherd;7;
wüten;7;
main;7;
aktuelle;7;
lässt;7;
wer;7;
flüssen;7;
kulmbach;7;
warum;7;
ortschaft;7;
zuständige;7;
kaliforniens;7;
verhängt;7;
trinken;7;
serie;7;
münchner;7;
regierungsbezirk;7;
funken;7;
matthias;7;
wirken;7;
los;7;
beobachtet;7;
rief;6;
präsident;6;
schrieb;6;
verbrannt;6;
phänomen;6;
verheerende;6;
dürren;6;
nächste;6;
heißesten;6;
genug;6;
weltweit;6;
führte;6;
zahlen;6;
kinder;6;
circa;6;
mittel;6;
brauchen;6;
nämlich;6;
läuft;6;
beobachten;6;
hilft;6;
sicht;6;
hinaus;6;
verschiedene;6;
hilfswerk;6;
lang;6;
gouverneur;6;
fichten;6;
dauern;6;
flughafen;6;
stellt;6;
betrieb;6;
schneisen;6;
fahren;6;
genau;6;
erlebt;6;
normal;6;
wolken;6;
klimawandels;6;
beinahe;6;
klima;6;
insbesondere;6;
kreß;6;
leiden;6;
breiten;6;
dadurch;6;
oben;6;
kaum;6;
braucht;6;
richtig;6;
deren;6;
getroffen;6;
verheerenden;6;
holz;6;
kontrollieren;6;
baum;6;
länger;6;
dennoch;6;
dürfte;6;
beamten;6;
alexander;6;
fliegt;6;
staub;6;
entfernung;6;
direkt;6;
setzen;6;
ausbildung;6;
häufiger;6;
korsika;6;
berühmten;6;
berufung;6;
geblieben;6;
stunde;6;
verletzte;6;
meer;6;
notwendig;6;
hunderte;6;
darf;6;
grünen;6;
hingegen;6;
länder;6;
1.200,00;6;
löschfahrzeugen;6;
sommers;6;
zeitung;6;
feuerwehrsprecher;6;
schlimmste;6;
achtlos;6;
landwirt;6;
ehrenamtlichen;6;
18.00;6;
waldwegen;6;
orte;6;
blick;6;
reichswald;6;
höhe;6;
luftfeuchtigkeit;6;
bordeaux;6;
stellte;6;
schweden;6;
wenige;6;
april;6;
integrierte;6;
landiras;6;
vermutet;6;
neun;6;
département;6;
autobahn;6;
vollständig;6;
goldhahn;6;
kelheim;6;
neu;6;
gemeinsam;6;
transportieren;6;
lorenz;6;
grunewald;6;
einsätzen;6;
miltenberg;6;
böhmische;6;
berliner;6;
ausgeweitet;6;
großeinsatz;6;
radius;6;
entzündet;6;
geparkt;6;
fallen;6;
roth;6;
wäre;6;
ampferl;6;
evakuierung;6;
erfolge;6;
flächenbrände;6;
nieder;6;
beliebten;6;
vegetation;6;
landesweit;6;
nordöstlich;6;
einwohner;6;
küstenwache;6;
dörfer;6;
reiseveranstalter;6;
dagegen;6;
san;6;
tipps;6;
mittel-;6;
ganzen;6;
großbritannien;6;
sinken;6;
zusammenhang;6;
städte;6;
gebieten;6;
sprach;6;
flugplätzen;6;
kleineren;6;
gestartet;6;
dürfen;6;
schützen;6;
glasscherben;6;
grillen;6;
angeles;6;
sibirien;6;
bolsonaro;6;
geschichte;6;
trägt;6;
nationale;5;
gebeten;5;
klimakrise;5;
ausbruch;5;
müll;5;
2017;5;
1.500,00;5;
starben;5;
außergewöhnlich;5;
warme;5;
2023;5;
universität;5;
wahrscheinlichkeit;5;
täglich;5;
dank;5;
rückgang;5;
lesen;5;
lag;5;
schätzungen;5;
bzw;5;
news;5;
personen;5;
thw;5;
beteiligten;5;
galt;5;
gavin;5;
newsom;5;
unmittelbar;5;
landrat;5;
25.000,00;5;
borkenkäfer;5;
herausforderungen;5;
bundesländern;5;
brennenden;5;
besucherinnen;5;
zivilschutz;5;
hinein;5;
presse-agentur;5;
ausrücken;5;
gezogen;5;
leitung;5;
spd;5;
800;5;
2003;5;
aufzeichnungen;5;
ausgetrocknet;5;
ernte;5;
tiefe;5;
risse;5;
nordbayern;5;
bilden;5;
kontakt;5;
versuchen;5;
beziehungsweise;5;
erhalten;5;
qualm;5;
notruf;5;
gedacht;5;
jäger;5;
werte;5;
netz;5;
nutzen;5;
gehe;5;
handelt;5;
größte;5;
gleichzeitig;5;
heutigen;5;
flächen;5;
gefunden;5;
erzählt;5;
kommandant;5;
alte;5;
stellten;5;
erwarten;5;
kontrolliert;5;
maschine;5;
zuerst;5;
forchheim;5;
zigarettenkippen;5;
vegetationsbrände;5;
steigenden;5;
entspricht;5;
ziehen;5;
fielen;5;
heftigen;5;
laufen;5;
steiermark;5;
gerufen;5;
französische;5;
krankenhäuser;5;
starb;5;
bundes;5;
verhalten;5;
betonte;5;
stefan;5;
eigentlich;5;
mittwochmorgen;5;
brach;5;
hoffen;5;
weiterer;5;
mitgeteilt;5;
ausbreitete;5;
regierungen;5;
maximal;5;
eher;5;
forstbehörden;5;
brandgefahren;5;
drohnen;5;
sebalder;5;
gefährdeten;5;
westliche;5;
stützpunkt;5;
erlangen-dechsendorf;5;
schnaittach;5;
hersbruck;5;
allersberg;5;
pleinfeld;5;
abenberg;5;
nürnberg-buchenbühl;5;
erlangen-tennenlohe;5;
schleife;5;
emskirchen;5;
wilhermsdorf;5;
heilsbronn;5;
windsbach;5;
ausgangspunkt;5;
meldet;5;
bezirk;5;
anhaltender;5;
mithilfe;5;
brachten;5;
atlantikküste;5;
her;5;
schauer;5;
höchstwerten;5;
2018;5;
gelegenen;5;
absuchen;5;
graslandfeuerindex;5;
mittag;5;
zerstörten;5;
reiseländern;5;
rechte;5;
präfektur;5;
tragen;5;
tschechien;5;
deutschlands;5;
laufe;5;
kurz;5;
großbrand;5;
darin;5;
erfahrung;5;
feldbränden;5;
politik;5;
einzelne;5;
waldbrands;5;
extremen;5;
angespannt;5;
evakuierungen;5;
abgeerntetes;5;
stellvertretende;5;
einschätzung;5;
sperrkreis;5;
begonnen;5;
donnerstagnachmittag;5;
kampfmittel;5;
unkontrolliert;5;
schaffen;5;
bestätigt;5;
teilt;5;
derzeitigen;5;
beobachter;5;
unbedingt;5;
entzündbarem;5;
minuten;5;
flugplatz;5;
besondere;5;
waldbesitzer;5;
passau;5;
straubing;5;
regel;5;
dauert;5;
kretschmer;5;
brandschutz;5;
reagieren;5;
entstehende;5;
schweinfurt;5;
gesehen;5;
wetters;5;
feuern;5;
andauern;5;
jens;5;
weist;5;
kabine;5;
gestiegen;5;
warm;5;
bericht;5;
böschung;5;
getreidefeld;5;
löschten;5;
oberpfälzer;5;
warnen;5;
teneriffa;5;
derweil;5;
nordwesten;5;
county;5;
vorhergesagt;5;
thermometer;5;
baden-württemberg;5;
winter;5;
todesopfer;5;
geräumt;5;
erschweren;5;
vorhanden;5;
füssen;5;
recht;5;
betont;5;
kunden;5;
unterkunft;5;
besteht;5;
löschkräfte;5;
vorsichtig;5;
geriet;5;
trocknet;5;
heraus;5;
gefahrenindex;5;
daraus;5;
waldbesucher;5;
pegel;5;
züge;5;
möglichen;5;
ohnehin;5;
winzer;5;
einstellen;5;
niedrige;5;
venetien;5;
ausgetrockneten;5;
3.000,00;5;
reifen;5;
stützpunkten;5;
hälfte;5;
sonnwendfeuer;5;
700;5;
suche;5;
südosten;5;
gesucht;5;
staatsregierung;5;
mati;5;
opfern;5;
santa;4;
boric;4;
militär;4;
ausrüstung;4;
ähnliche;4;
wärmer;4;
tropischen;4;
september;4;
globalen;4;
warmen;4;
zugleich;4;
selten;4;
grundsätzlich;4;
jahrzehnten;4;
1;5;4
schreiben;4;
stieg;4;
daten;4;
lediglich;4;
drittel;4;
schlechte;4;
urner;4;
fokus;4;
negative;4;
eben;4;
internationalen;4;
untersuchungen;4;
entwickeln;4;
rettungs-;4;
beteiligt;4;
450;4;
zuständig;4;
gewarnt;4;
strom;4;
aufgerufen;4;
zunehmen;4;
lichterloh;4;
waldfläche;4;
cdu;4;
toten;4;
nationalparks;4;
kürzlich;4;
schädlinge;4;
forstwirtschaft;4;
bundespolizei;4;
löscheinsatz;4;
rom;4;
italienische;4;
abwerfen;4;
samstagabend;4;
hotel;4;
niedersachsen;4;
schlagen;4;
schutz;4;
ziel;4;
stelle;4;
registriert;4;
himmel;4;
nördlichen;4;
dürften;4;
zeiten;4;
bald;4;
bezeichnet;4;
wetterexperten;4;
ähnlich;4;
bilanz;4;
schuld;4;
stiglbrunner;4;
mai;4;
ersticken;4;
schlägt;4;
verändert;4;
schließlich;4;
ausschau;4;
ermitteln;4;
treten;4;
feldbrände;4;
alleine;4;
auszulösen;4;
trockenem;4;
bestimmte;4;
heu;4;
umgesetzt;4;
vermeiden;4;
polizeipräsidium;4;
anschluss;4;
unwahrscheinlich;4;
brennglas;4;
zentimeter;4;
schlimmsten;4;
200.000,00;4;
gefallen;4;
system;4;
vernichteten;4;
menge;4;
feuerökologe;4;
max-planck-institut;4;
wichtige;4;
flucht;4;
retten;4;
entstand;4;
kleiner;4;
bayreuther;4;
nüsslein;4;
kleines;4;
geflogen;4;
farniok;4;
manchmal;4;
hängt;4;
entspannt;4;
rauchsäule;4;
bereitet;4;
thema;4;
fußballfeldern;4;
hintergründe;4;
vorsätzliche;4;
gefährliche;4;
toskana;4;
kärnten;4;
venedig;4;
unwetter;4;
dienst;4;
frauen;4;
versucht;4;
zwischenzeitlich;4;
haushalte;4;
donnerstagabend;4;
ausmaß;4;
bezirke;4;
verschont;4;
darmanin;4;
stürzte;4;
joachim;4;
forderung;4;
vorbei;4;
christian;4;
bereit;4;
grüne;4;
bundesregierung;4;
portugals;4;
gingen;4;
angefacht;4;
tv-sender;4;
rtve;4;
kurzen;4;
erlitten;4;
wütete;4;
costa;4;
medienberichten;4;
waldbrand-jahr;4;
verheerendste;4;
messungen;4;
löste;4;
behindert;4;
unterstützte;4;
schmidgaden;4;
regenstauf-oberhub;4;
cham-janahof;4;
arnbruck;4;
geworfen;4;
landwirtschaftliche;4;
genaue;4;
sagen;4;
lorenzer;4;
gefährdet;4;
besuchte;4;
kontrollflüge;4;
nürnberg-moorenbrunn;4;
gelang;4;
private;4;
kripo;4;
mitten;4;
rauchschwaden;4;
vormittag;4;
erfolg;4;
stehe;4;
hierfür;4;
polen;4;
gelten;4;
sonnig;4;
gewittern;4;
kräftige;4;
bleibe;4;
bemerkt;4;
alten;4;
rothenburg;4;
ansonsten;4;
ganze;4;
gehalten;4;
halfen;4;
sachsens;4;
lohberg;4;
mittwochnachmittag;4;
evakuierten;4;
geflohen;4;
riesige;4;
teste-de-buch;4;
verantwortlich;4;
kämen;4;
gerüstet;4;
bestand;4;
brandgebiet;4;
asche;4;
erschwert;4;
begünstigt;4;
fehlt;4;
forest;4;
vorbereitet;4;
lernen;4;
gebraucht;4;
fluss;4;
ebenso;4;
zugänglichen;4;
angestiegen;4;
600;4;
tschechischen;4;
hinzu;4;
momentan;4;
löschbehälter;4;
lauf;4;
technik;4;
kirstein;4;
minute;4;
gute;4;
dinge;4;
bürgermeisterin;4;
informiert;4;
identifiziert;4;
sorge;4;
besseren;4;
gesetzt;4;
dauereinsatz;4;
integrierten;4;
br-anfrage;4;
entzündete;4;
drescharbeiten;4;
weißenburg;4;
einsatzkosten;4;
brombach;4;
abgeernteten;4;
voraussetzungen;4;
gefährdungszeiten;4;
routen;4;
geraucht;4;
deutscher;4;
droht;4;
feuerwehrmänner;4;
kämpft;4;
ministerpräsident;4;
sichtbar;4;
wetterlage;4;
einsatzes;4;
längere;4;
özdemir;4;
klimaschutz;4;
fortbildung;4;
feuerwehrfahrzeuge;4;
franzisko;4;
hutzler;4;
lösen;4;
brandstifter;4;
schreibt;4;
löst;4;
aufs;4;
ermittler;4;
übersicht;4;
bitte;4;
löffler;4;
gesorgt;4;
didrik;4;
diesmal;4;
dichter;4;
entlang;4;
liljestrand;4;
figuren;4;
geplant;4;
2019;4;
mensch;4;
feuerwehrleuten;4;
ungeklärter;4;
fußballfelder;4;
unweit;4;
polizeiangaben;4;
straße;4;
heftige;4;
heftiger;4;
verstärkt;4;
gewässer;4;
krankenhaus;4;
vergangene;4;
örtlich;4;
lesbos;4;
kanaren-insel;4;
regionalpräsident;4;
spaniens;4;
entwarnung;4;
zurückkehren;4;
bestehe;4;
zerstörte;4;
kühler;4;
leidet;4;
sierra;4;
vortag;4;
zugängliche;4;
brandserie;4;
21.;4;
häufigsten;4;
staatsfernsehen;4;
griechenlands;4;
schwangau;4;
speziellen;4;
stornieren;4;
umstände;4;
warnungen;4;
kurzfristig;4;
reisende;4;
zugänglich;4;
pausen;4;
oberhaid;4;
versuchten;4;
angrenzende;4;
defekt;4;
oberbayern;4;
zeitweise;4;
berufsfeuerwehr;4;
befüllen;4;
gleich;4;
rekordtemperaturen;4;
halbe;4;
haßfurt;4;
schwabens;4;
stufen;4;
hochsommerlichen;4;
kaniber;4;
eindringlich;4;
ministerin;4;
vegetationsbränden;4;
zahlreichen;4;
untermain;4;
franz;4;
berg;4;
häusern;4;
londoner;4;
london;4;
entfernten;4;
neumarkt;4;
sucht;4;
günzburg;4;
wochenbeginn;4;
schwitzen;4;
zigarettenstummel;4;
vermissten;4;
buschbrände;4;
ausgewiesenen;4;
wehren;4;
passieren;4;
übung;4;
finanziert;4;
außen;4;
ober-;4;
waldflächen;4;
halbinsel;4;
öfter;4;
bedrohen;4;
bundesstraße;4;
us-bundesstaat;4;
winden;4;
weise;4;
nevada;4;
trockenes;4;
länge;4;
letzte;4;
klar;4;
held;4;
georg;4;
forscher;4;
beigetragen;4;
getränken;4;
westlich;4;
griechische;4;
us-bundesstaates;4;
laguna;4;
anfällig;4;
staatsforsten;4;
monate;4;
ard-korrespondent;4;
niedergebrannt;4;
bundesstaaten;4;
belgien;4;
kabinett;4;
unterhaching;4;
gewonnen;4;
nachhören;4;
thomas-feuer;4;
tsipras;4;
rafina;4;
hinzufügen;4;
plochmann;4;
aktiven;3;
brasilien;3;
zehntausende;3;
hitzeperioden;3;
beschert;3;
stammt;3;
paar;3;
herum;3;
überschwemmungen;3;
kevin;3;
atmosphäre;3;
absehbar;3;
auftreten;3;
beginnt;3;
bisherige;3;
rekord;3;
liege;3;
rekordjahr;3;
2016;3;
durchschnittstemperatur;3;
küste;3;
erwärmung;3;
anhalten;3;
schlagzeilen;3;
ging;3;
2020;3;
sinkt;3;
übrigens;3;
kommunikation;3;
weltbild;3;
schlecht;3;
langfristig;3;
bisschen;3;
schlimm;3;
verzichten;3;
genannt;3;
verstehen;3;
forschung;3;
sorgten;3;
großübung;3;
haßberge;3;
hilfsorganisationen;3;
durchgespielt;3;
technischem;3;
kreuz;3;
samstagmorgen;3;
dauerte;3;
schlauchleitungen;3;
stromversorgung;3;
brocken;3;
sonntagnachmittag;3;
angewachsen;3;
erstmal;3;
wiederum;3;
stürme;3;
aufgestellt;3;
unwegsamen;3;
landkreisen;3;
geschickt;3;
machten;3;
rahmen;3;
busse;3;
nahen;3;
sinnvoll;3;
bisherigen;3;
hervor;3;
niederschläge;3;
andreas;3;
friedrich;3;
