Word,Count
zurück,2
gegend,1
zuvor,1
wärmer,1
gewöhnlich,1
schmelzwasser,1
deshalb,13
abgang,1
begünstigt,3
weltklimarat,1
zählt,1
gletscher-,1
schneeschmelze,1
skandinavien,1
zentraleuropa,1
kaukasus,1
einschätzung,1
experten,5
masse,1
verlieren.auch,1
schmelzenin,1
hälfte,2
gletscherfläche,1
geschmolzen,1
bald,1
gletschern,1
übrig,1
restlichen,1
bedroht.zum,1
gefahr,2
gletscherschmelze,1
hochwasserkatastrophe,2
sommer,5
plan,1
extremlagen,1
innenministerin,1
präsentierte,1
papier,1
ralph,5
tiesler,8
kern,2
setzen,1
stärker,1
eingebunden,1
bevölkerungsschutztag,1
tatsächlich,3
üben,1
faeserdas,1
konzept,2
kabinett,1
umfasst,1
punkte.die,1
guten,1
vorsätze,1
politik,4
...,4
technisches,1
ausgestattet,1
personell,1
gehört,4
unterbringung,2
betreuung,1
evakuierten,1
geflüchteten,1
vertriebenen,2
trinkwasser,1
besonderer,1
gelegt,1
strom-,1
wasserversorgung,1
frühzeitig,1
warnen,4
krisenlagen,1
jede,3
minute,1
ankommt,1
behördenchef,1
kündigte,1
mithilfe,3
cell,1
broadcast,1
technologie,1
warnungen,1
textnachrichten,1
mobilfunktelefone,1
schicken,1
werben,1
möglichst,2
bürger,1
nina-warnapp,1
ihren,6
smartphones,2
installieren,1
8.,1
dezember,2
anders,4
bayerischen,1
probealarm,1
mai,1
hören,2
bittere,1
erkenntnis,1
funktionierendes,1
flächendeckendes,1
warnsystem,1
haben.,1
effizienter,1
handelnin,1
gemeinsamen,1
kompetenzzentrum,1
zusammenarbeit,1
koordiniert,2
zeltstädten,1
ehrenamtliche,1
gestärkt,1
flutkatastrophe,6
rheinland-pfalz,8
nordrhein-westfalen,5
helfer,7
spontan,1
koordination,1
kritik,1
gegeben,1
bayerische,4
rote,4
kreuz,5
brk,7
regional,2
angepasste,1
ausrüstung,2
katastrophenfälle,2
starkregen-,1
hochwasserereignisse,1
kurz,2
ahrtal,2
teile,3
schwer,4
getroffen,2
bundesamts,2
nachbarschaftshilfe,2
warnt,2
davor,1
manche,4
bedrohung,3
unwetterkatastrophen,2
flutkatastrophen,2
besiedelt,1
sollten.brk,1
allradfahrzeuge,2
flachland,1
alpinen,2
bereichbisher,1
fahrzeuge,2
ebene,2
bundes,2
investiert,2
gleichmäßig,1
gerecht,1
verteilt,1
brk-präsidentin,2
angelika,1
schorer,3
presse-agentur,1
nicht-alpinen,1
bereichen,1
vorgehalten,1
wiederum,1
regionale,2
faktoren,2
größere,1
rolle,3
spielen,2
wichtig,2
ob,10
chemie-betriebe,1
flughäfen,1
großen,1
andrang,1
touristen,1
entsprechend,1
schutzziele,1
jeweiligen,2
ausrüstungen,1
angepasst,1
werden.rotes,1
appelliert,1
zentrale,2
lager,2
investierenauch,1
freistaats,1
verbesserungsbedarf,1
krieges,2
corona-pandemie,2
anfänglichen,1
engpässen,1
masken,1
handschuhen,1
zentrallager,1
seine,4
kreisverbände,1
besiedelbar,2
hintergrund,2
jährenden,1
hält,3
extremer,2
wetterereignisse,2
bevölkerungsschützer,1
sage,1
wiederbesiedelt,1
sollten,1
küsten,1
stellt,5
frage,2
zeitungen,1
funke-mediengruppe,1
keinen,3
landstrich,1
hingeguckt,1
müsse.zum,1
starkregen,2
ukraine-krieg,1
plädierte,2
neues,2
krisenbewusstsein,1
krisenmodus,1
allgemeinen,2
bewusstsein,1
dazugehören,1
krise,4
alltag,1
katastrophenhilfetiesler,1
sorgt,1
nachbarn,1
unfallort,1
meist,2
nachbarn.bevölkerungsschützer,1
nachbarschaftshilfedie,1
hilfsbereitschaft,1
gelte,1
gutes,2
diesen,4
zusammenhalt,1
nähe,1
lebt,1
richteten,1
unwetter,3
14.,1
15.,2
große,4
zerstörungen,1
häuser,5
weite,1
180,1
starben.bundesinnenministerin,1
anlässlich,1
jahrestages,1
äußern.mit,1
material,2
kna,1
konflikte,1
innerhalb,2
ihres,1
flucht,3
getrieben,1
internal,1
displacement,1
centre,1
idmc,2
norwegische,1
flüchtlingshilfe,1
nrc,2
zählen,1
jahresbericht,1
"59,1",1
binnenflüchtlinge,1
erwarten,1
ukraine-kriegs,1
deutlichen,1
anstieg.aktuelle,1
russland-ukraine-krieg,1
news-tickermenschen,1
äthiopien,4
leiden,4
konflikten,1
subsahara-afrika,1
binnenvertreibungen,1
höchste,1
jemals,1
einzelnes,1
verzeichnet,1
leidet,1
schwelenden,1
militärischen,1
konflikt,1
nördliche,1
tigray,1
mangel,1
nahrung,3
medikamenten,2
jahresbeginn,1
alleine,1
äthiopischen,1
afar,2
330.000,1
versucht,1
versorgen,1
baut,1
flüchtlingsunterkünften,1
latrinen,1
unterernährungsraten,1
hoch,4
reagieren,1
nahrungslieferungen,1
ernährungsdiensten,1
michele,1
servadei,1
oxfam,4
mitschuld,2
ernährungskrise,2
internationalen,3
ostafrika,2
hungern,1
mangelt,1
politischem,1
mut,1
geschäftsführerin,1
international,1
gabriela,1
bucher,1
kenia,1
somalia,1
extremem,1
hunger,2
48,1
sekunden,1
stirbt,1
unterernährung,1
reagierte,1
kritisierte,1
führende,1
trotz,2
vieler,1
alarmsignale,1
verhalten,1
reagiert,2
zugleich,1
schnellen,1
umfassenden,1
reaktionen,1
pandemie,3
staatengemeinschaft,1
erfolgreich,2
ressourcen,2
mobilisieren,1
leid,1
mindern,1
festen,1
willen,1
bucher.asien,1
höchstzahlen,1
demokratischen,1
republik,1
kongo,1
afghanistan,1
myanmar,1
nordafrika,1
verzeichneten,2
niedrigsten,1
werte,1
vertreibungen,1
gesamtzahl,1
libyen,1
irak,1
binnenvertriebenen,2
china,1
philippinen,1
indien.zum,1
indien,1
exportiert,1
sofort,1
weizen,1
mehrimmer,1
binnenvertriebene,1
angegebene,1
zweithöchste,1
jahrzehnt,1
bisherige,2
höchststand,1
demnach,3
2020,2
erreicht,1
nie,1
schlecht,1
generalsekretär,1
jan,1
egeland,1
bricht,1
düster,1
warnte,3
direktorin,2
alexandra,1
bilak,1
blick,1
monate,4
einmarsch,1
russlands,1
nachbarland,1
un-angaben,1
eingeschleppte,1
pflanze,5
ambrosia,9
allergiker,3
breitet,1
beifußblättrige,1
traubenkraut,1
pollen,7
aggressiv,1
klein,1
dringen,1
tief,1
lunge,1
pollenkörner,1
produzieren,2
schwere,1
allergien,8
verstopfter,1
nase,1
niesanfällen,1
tränenden,1
augen,2
asthma-anfällen,1
schrecken,1
ambrosia-bestände,1
wachsen,2
weiterder,1
biologe,2
nawrath,3
sorgen,1
begreifen,1
ausgeht,1
chance,1
bestehe,1
bestände,5
unkontrollierten,1
ausbreitung,2
griff,1
mission,1
siegeszug,1
stoppen,1
auftrag,2
freistaates,1
fährt,1
mal,5
quer,1
durchs,2
bundesland,1
blütezeit,1
straßenrändern,1
äckern,1
ausschau,1
pflanzen,4
entdeckt,1
bittet,1
eigentümer,3
stadt,2
vernichten,1
verpflichtet,2
herbst,3
überprüft,1
sind.eigentümer,1
entfernen,1
nichtgerade,1
alzenau,1
unterfränkischen,1
aschaffenburg,1
dort,6
frühjahr,2
rand,1
maisfeldes,1
ambrosien,1
gesichtet,1
suchen,2
entfernt,2
stattdessen,1
größe,1
"1,20",1
metern,2
hundert,2
samen,2
gebildet,1
nächstes,2
stehen,7
frustriert,1
sache,1
halben,1
beständen,1
500,1
ihm,1
steigend,1
wünscht,1
gefundene,1
vernichten.klimawandel,1
ambrosiadoch,1
geschweige,1
zumindest,2
dachte,1
trocken-warmen,1
eingeschleppt,1
klima,1
etabliert,1
wohlfühlt,1
überall,1
pollen.wie,1
zusetzen,1
weiß,1
claudia,4
traidl-hoffmann,5
umweltmedizin,1
universitätsklinikum,1
ihr,5
40,1
form,1
allergie,1
volkskrankheit,1
nummer,1
eins,1
allergologin,1
benötigten,1
medikamente,2
arbeitsausfälle,1
verursachen,2
eu,11
jedes,2
traidl-hoffmann.klimawandel,1
allergiendass,1
abschmelzenden,1
polkappen,1
unwettern,2
verschärft,1
überzeugt,1
mitte,3
buch,1
erschienen,1
titel,1
überhitzt,1
gesundheit,1
galt,1
gilt,3
fliegen,2
früher,2
patienten,1
januar,2
heuschnupfen,1
durchatmen,1
beginnt,2
pollensaison,1
birke,1
esche,1
dauert,2
hinein,2
multiplen,1
leidenszeit,1
verlängert,2
—,1
vergleich,1
jahrzehnten,2
milderen,1
wärmeren,2
frühjahre,1
trockeneren,1
wintern,1
2006/,1
2007,2
blühte,1
haselnussstrauch,1
ganze,4
sonst,1
co2,2
aggressiverdoch,1
wichtige,3
menge,2
aggressivität,2
nimmt,3
wirkt,1
dopingmittel,1
kohlendioxidkonzentration,1
verstärkt,2
fotosynthese,1
blätter,1
blüten,1
größer,1
schadstoffe,1
aggressiver,1
massiven,1
anstieg,1
aus.umweltmedizinerin,1
strategien,2
kampf,2
wichtigsten,1
abzumildern,1
allergie-auslösenden,1
reduzieren,1
dürften,1
auslösen,1
gepflanzt,1
birken,1
haselnusssträucher,1
stünden,1
parks,1
freizeitanlagen,1
pflicht,1
bewusster,1
bepflanzung,1
verantwortung,1
übernehmen,3
starkes,1
japans,1
hauptstadt,2
tokio,2
erschüttert,1
"6,1.",1
schäden.nach,1
vorübergehend,2
eingeschränktdie,1
bewohner,1
nachbeben,1
erdstoß,1
erschütterte,1
umliegenden,2
betrieb,1
hochgeschwindigkeitszügen,1
unterbrochen,2
asiatische,1
inselreich,1
japan,3
stärksten,1
erdbebengefährdeten,1
knapp,3
gedauert,1
tonnenweise,1
starkregen-nacht,1
17.,1
18.,1
verwüstete,1
stück,2
genauer,1
gutachten,4
erstellt,1
pläne,1
gemacht,2
sicher,4
ammoniak-fernleitung,1
kälteversorgung,1
stromversorgung,3
erneuert,1
bahnschale,1
betonbauteilen,1
startgebäude,1
abschnitt,3
komplett,1
landratsamt,1
berchtesgadener,1
träger,1
mit.wiederaufbau,1
kostet,1
schätzungsweise,1
eurogleichzeitig,1
sportverband,1
bob-,4
rennrodelsport,2
weitergeht,1
kunsteisbahn,1
königssee,5
bedeutende,1
kaderschmiede,1
deutscher,1
profiathleten,1
sportförderungsstätte,1
rodel-verbandschef,1
thomas,2
schwab,3
sprach,1
br-,1
interview,1
wiederaufbau,8
voraussichtlich,2
kosten,4
unterer,1
bahnabschnitt,1
2022/23,1
sanierung,1
standardverfahren,1
genehmigungen,1
ausschreibungen,1
ablaufen,1
bauarbeiten,1
2023,2
starten,1
„,5
wäre,3
tot,1
“,5
visiert,1
verband,1
zweiteiligen,1
unteren,1
rodeldamenstart,1
schneller,5
wiedereröffnen,1
mein,3
eis,1
nachwuchs,2
durchkämpfendoch,1
rodelsport,1
olympischen,1
winterspielen,1
profis,1
problem,2
profi-rennrodler,1
felix,1
loch,1
nationalmannschaften,1
trainierten,1
verschiedensten,1
bahnen,1
schlimmer,1
nachwuchs-sportler,1
trifft,2
doppelt,2
hart,1
vergangenes,1
corona,1
kaum,3
training,2
ortsbesuch,1
zerstörten,1
hausbahn,1
momentan,1
jugendlichen,1
trainingsmöglichkeiten,1
mich,1
extrem,1
traurig,1
hoffe,1
dabeibleiben,1
durchkämpfen,1
loch.aufbau,1
gesichert,1
wer,3
bezahlt,2
irgendwann,1
spitzensportler,1
trainieren,1
scheinbar,1
zweifel,1
hangrutsch,1
minister,1
csu-bundestagsabgeordnete,2
ramsauer,1
ausgesprochen,1
geschehen,1
unklar,2
umweltrisiko,1
ammoniak-kühlung,1
erdrutsch,1
massiv,1
nachträglich,1
erweitert,2
obwohl,1
entsprechende,1
geologische,1
bescheinigt,1
froh,1
ammoniak,1
gelaufen,1
hätte,2
see,1
biologisch,1
abgetötet,1
fraktionssprecher,1
kreistag,2
bartl,2
wimmer,2
ammoniak-leitung,1
kühlung,1
nötig,1
enorm,1
wasserrechtlichen,1
sicherheitsvorkehrungen,1
dreifach,1
bedingt,1
zustimmen,1
neuaufbau,1
paar,1
ganz,2
klare,1
bedingungen,4
wesentliche,1
bedingung,2
glaubhaftes,1
geologisches,1
begleiten,1
bobbahn,1
finanziellen,1
verpflichtungen,1
kommune,1
spd-fraktion,1
möchte,2
vorab,1
konkrete,3
festlegen,1
csu-fraktion,1
aussage,2
sobald,1
vorliegen,1
diskutieren,1
abstimmen,1
regenfälle,2
dauerregen,1
benelux-staaten,1
hochwasser,8
zusammenhang,1
47,1
133,1
nachbarländer,1
belgien,3
niederlande,1
starkregenfällen,1
forderte,2
mehre,1
dutzend,1
menschenleben,2
hinterließ,1
zahlreichen,2
gemeinden,1
dauern,1
fonds,1
wiederaufbauhilfe,1
umfassen,1
ministerpräsident,2
nordrhein-westfalens,1
armin,1
laschet,1
bezeichnete,1
andererseits,1
klimaforscherinnen,1
wissenschaftlerinnen,1
antwort,1
präsentieren,1
24.,1
august,3
forscherteam,1
world,1
weather,1
attribution,1
klären,1
inwiefern,1
jüngsten,2
westeuropa,1
gespielt,1
zusammenhänge,1
extremwetter,2
mittwochabend,1
greifen,1
schließlich,2
schließt,1
landesjugendamt,2
familienzentrum,3
aloisius-grundschule,3
bad,1
neuenahr-ahrweiler,1
zuständige,2
schlechten,1
öliger,1
schlamm,3
fluren,1
funktionierenden,1
toiletten,1
gesamte,2
schule,3
lagerraum,1
genutzt,2
bekannte,1
betreut,4
wochenende,2
angereiste,2
freiwillige,2
aufgehalten,1
krisenstab,1
kinderbetreuung,4
sortiert,1
aufräumarbeiten,3
organisiert,1
sprachaufnahmen,1
usern,1
zugeschickt,1
narrativ,2
krisengebieten,1
einzigen,1
echte,1
leisteten,1
gewünscht,1
vermeintlichen,2
staatsversagens,1
weggeschickt,1
einzelfall,1
passiert,2
lässt,4
überprüfen,2
flutgebieten,1
ständig,1
sicherlich,1
fälle,1
genug,2
freiwilligen,1
vorgehen,2
tun,3
zwecke,1
benutzen,1
entgegen,1
wiederholten,1
bitten,2
reisen,1
faust,2
hochwassergebiete,1
desinformationen,2
wen,1
allmählich,1
heraus,2
aloisius-schule,2
gemischt,1
corona-leugner,1
verschwörungstheoretiker,1
volksverhetzung,2
verurteilter,2
rechter,1
videoblogger.wer,1
steckt,1
hinter,1
betreuen,1
mitgliedern,1
initiative,2
betrieben,1
anderer,1
stelle,1
berichtet,1
lang,1
bestätigt,1
sprecherin,2
landesjugendamtes,3
verein,1
spricht,1
corona-maßnahmen,1
steht,1
ruf,1
querdenkern,2
nahezustehen,1
homepage,1
impfung,1
virus,1
medizinisches,1
experiment,1
rheinland-pfälzische,1
familienministerium,1
twitter,2
hingewiesen,1
einsatzleitung,1
abgestimmtes,1
angebot,1
schließung,1
zentrums,2
hinarbeite.auch,1
videoblogger,2
schuledoch,1
rechte,2
nikolai,1
nerling,6
telegram,2
volkslehrer,3
auftritt,1
sendet,1
montag,1
updates,1
ahrweiler,2
landgericht,1
geldstrafe,1
verurteilt,1
wiederholt,1
stimmung,1
zeigt,1
zurückgelassen,1
situationen,1
ecke,1
vermeintlich,1
fehlenden,1
hilfeleistung,1
abgewinnen,1
großartig,1
endlich,1
selbstverantwortung,1
ganzen,1
brd-organisationen,1
brd-strukturen,1
schlechte,1
falschinformationenfür,1
querdenken-nahen,1
gruppen,3
zuparken,1
genehmigung,1
aufgaben,1
fuhr,1
friedenswagen,1
polizeiauto,1
einigen,1
querdenken-demos,1
auto,1
verkündeten,1
fahrer,1
flutgebiet,1
anzahl,1
koblenz,2
genötigt,1
behauptung,1
richtigzustellen,1
ununterbrochen,1
!,2
twittert,2
bindet,1
ohnehin,1
knappe,1
wisse,1
rechtsextremisten,2
'kümmerer,1
',1
ausgeben,1
tweet,1
solange,1
geltendes,1
verstoßen,1
wenig,3
querdenker,2
aufhalten,1
donnerstagabend,1
bestätigen,1
kinderzentrum,1
geräumt,1
paypal,1
gesammelt,1
rufen,1
ernannten,1
postet,1
mehrfach,1
kontonummer,1
hingeht,1
hilfsmaßnahmen,2
zugutekommt,1
bodo,1
schiffmann,3
arzt,1
aufgefallen,1
analyse,2
centers,1
strategie,1
cemas,2
aktiver,1
verbreitet,1
akteure,1
wollten,2
paypal-account,1
sammelt,1
ausland,2
vermutet,1
700.000,1
binnen,1
eingegangen,1
hochwasseropfer,1
verspricht,1
seinem,2
kanal,1
weist,2
eingesetzt,1
herbert,1
reul,2
nrw,1
versuchten,1
bereichern,1
hilfeleistungen,1
suchten,2
anschluss,1
instrumentalisierung,1
erwartbar,2
verbreitung,2
verschwörungstheorien,1
versuch,1
vereinnahmung,1
fluthilfe,1
überrascht,1
parallelstrukturen,1
indoktrination,1
imageaufbesserung,1
verschiedenen,1
disziplinen,1
verschwörungsideologien,1
antisemitismus,1
rechtsextremismus,1
forschen,1
cemas-geschäftsführerin,1
pia,1
lamberty,1
desinformation,1
verschwörungsideologische,1
mobilisierungen,1
vorneherein,1
mitdenken,1
entwickeln.auch,1
verschwörungstheorie-experte,1
physiker,1
holm,1
hümmler,3
verwundert,1
letztem,1
diskutierten,1
weitergehe,1
themen,2
zuhause,1
gespräch,1
br24.der,1
harte,1
querdenker-bewegung,1
identisch,1
verschwörungsgläubigen,1
verschwörungsglauben,1
bearbeiten,1
verschwörungsmythos,1
glauben,2
glaubenssysteme,1
verschiedenes,1
einbezogen,1
widerspruchsfrei,1
helfenden,1
initiativen,1
fühlen,2
derweil,2
falsch,1
wiedergegeben,1
telegram-kanal,1
stellungnahme,1
erweist,1
unfähig,1
schnellst,1
krisenintervention,1
bereitzustellen,1
währenddessen,1
politischen,1
gründen,1
abgelehnt,1
kommentiert,1
manchen,1
vorgeworfen,1
instrumentalisieren,1
schildert,1
hanebüchener,1
darstellen,1
nothilfe,1
feinsten,1
zusammenzuarbeiten,1
behördliche,1
befolgen,1
bezug,1
qualifiziertem,1
personal,1
detlef,1
placzek,1
swr,1
immerhin,1
umgesetzt,1
kreisverwaltung,1
katholischen,1
familienbildungsstätte,1
teilt,1
kindgerecht,1
ausgestatteten,1
räumlichkeiten,1
pädagogischen,1
fachkräften,1
zentralchinesischen,1
millionenmetropole,1
zhengzhou,3
massive,1
verursacht,1
mitteilten,1
befürchtet,1
henan,1
rettung,1
oberste,1
priorität,1
chinas,1
xi,1
jinping,1
staatsmedien,2
zitiert.menschen,1
zügen,2
tunneln,2
eingeschlossenauf,1
mehrspurige,1
reißende,2
flüsse,2
verwandelten,1
autos,3
schwammen,1
fluten,2
wasser-,1
vielerorts,1
verkehr,1
überschwemmten,2
u-bahn,1
hunderte,1
zeitweise,1
eingeschlossen,1
augenzeugen,1
berichteten,1
teils,1
schultern,1
rettungsdienste,1
steckten,1
arbeitsplätzen,1
fest.heftiger,1
regen,1
verwandelte,1
ströme,1
u-bahnstationen,1
überflutet,1
internet,1
machten,1
runde,1
viertel,1
hüfthohem,1
zeigten,1
trieben,1
frisch,1
bleibt,2
schock,1
verdauen,1
dreck,1
nehmen,3
kontakt,1
versicherungen,1
gegenseitig.die,1
millionenhöhe,2
finanzminister,1
olaf,1
scholz,1
hilfen,8
bringen,1
gelder,6
söder,1
angekündigt.zum,1
hochwasser-schäden,1
beschließt,1
soforthilfengibt,1
kommentarspalten,1
wünschen,1
schauen,1
richtung,1
brüssel,5
fragen,1
exemplarisch,1
kommentar,1
br24-artikel,1
gibts,1
&,1
hilfsgelder,1
vorderster,1
front,1
verteilen,1
‼,1
bin,1
gespannt,1
jemand,1
glaub,1
frommer,1
wunsch,1
.....,1
eu-solidarfonds,4
ausbezahlt2002,1
solidarity,1
fund,1
reaktion,1
2002,3
österreich,1
tschechien,1
union,1
überblick,1
ausgezahlten,1
2019,3
herausgegeben,1
solidarfonds,3
24,1
finanziell,1
geholfen,1
geldern,1
verteilt.deutschland,1
bekam,3
zweitmeisten,1
solidarfondsallein,1
ging,1
bundesrepublik,2
flut,1
sturm,1
kyrill,1
hochwassern,1
2013,1
2016.,1
größten,1
topf,2
vulkanausbrüchen,1
rom,1
"2,8",1
solidarfonds.an,1
platz,1
gefolgt,1
frankreich,1
253,1
großbritannien,1
223,1
bewegen,1
zweistelligen,1
millionen-bereich,1
eu-länder,1
dänemark,1
luxemburg,1
erhalten.wer,1
beantragen,2
verhandlung,1
aufnahme,1
befinden,2
unterlagen,1
spätestens,1
zwölf,1
eingehen.der,1
schaden,3
übersteigen,1
ausbezahlt,4
unterscheidet,1
major,1
disasters,2
hat.hilfen,1
grenzwertedie,1
größeren,1
"0,6",2
bruttonationaleinkommens,1
"3,59",3
basis,1
festgelegte,1
heutigen,1
inflationsbereinigten,1
welcher,1
niedriger,1
letztere,1
berechtigt,1
antrag,2
stellen.für,1
referenzwert,1
bruttoinlandseinkommens,1
"4,1",1
oberfranken,1
millionen.wie,1
orientiert,1
grenzwerten,1
übernommen,2
grenzwert,1
6,1
zahlenbeispiel,1
"89,6",1
"84,9",1
gesamtsumme,1
"174,5",1
betragen.hochwasser,1
beantragtdie,1
eu-kommission,1
prüft,1
anträge,1
schlägt,1
europäischen,3
parlament,1
rat,1
gremien,1
genehmigt,1
anschließend,1
umsetzung,1
zuständig.noch,1
diesjährige,1
beantragt,1
auszugehen,1
dies,1
passieren,1
anträgen,1
bürokratischer,1
aufwand,1
verbunden,2
eingereicht.der,1
vorwurf,1
zu.katastrophenschutz,1
deutsch-russische,1
projekt,1
icarus,2
10.,1
tierbeobachtung,1
weltall,1
beginnen,1
belüftung,1
notwendigen,1
computers,1
funktionierte,1
probleme,2
kondensator,1
computer,1
bauteil,1
ausgewechselt,1
abschluss,1
testphase,1
wissenschaftlern,1
stehen.tiere,1
minisendern,1
rückenzentraler,1
bestandteil,1
forschungsprojekts,1
antenne,1
raumstation,1
iss,2
empfängt,1
positionsdaten,1
tieren,1
minisender,1
tragen,1
vögel,2
sender,2
winzigen,1
rucksack,1
geschnallt,1
hinweg,1
fliegt,1
erwacht,1
energiesparmodus,1
position,1
ein-,1
viermal,1
tag,1
gesammelten,1
bewegungsprofil,1
tieresantenne,1
raumstationam,1
2018,1
montierten,1
kosmonauten,1
oleg,1
artemjew,1
sergej,1
prokopjew,1
mast,1
samt,1
icarus-antenne,1
außenhülle,1
russischen,1
iss-moduls,1
notwendige,1
außeneinsatz,1
dauerte,1
montage,1
testbetrieb.bekannte,1
routen,1
vögeldas,1
wohin,1
zugvögel,2
nutzen,2
manchmal,1
zurückkehren,1
verbracht,1
senderdaten,1
bevorzugten,1
rastplätze,1
anregen,1
schutzgebiete,1
einzurichten,1
edrs-c,5
startete,1
ariane-5-rakete,1
weltraumbahnhof,1
kourou,1
französisch-guyana,1
kommunikationssatellit,1
knotenpunkt,1
edrs-a,3
satelliten,5
european,1
data,1
relay,1
satellite,1
edrs-netzwerk,3
weltraum,1
36.000,1
umlaufbahn,2
erdoberfläche,1
kreisen,1
kommunizieren,1
vernetzte,1
satellitenkommunikation,2
verteilerknoten,1
29.,1
2016,1
all,5
kommuniziert,1
sentinel-satelliten,1
eu-erdbeobachtungsprogramms,1
copernicus,1
lieferte,1
täglich,1
dlr,2
zentrum,1
luft-,2
raumfahrt,2
23.000,1
intersatellite-links,1
gesendet,1
zweiten,3
übermittlung,1
verdoppelt,2
datenübertragung,4
sicherer.edrs-c,1
beschleunigt,1
erdbeobachtungssatelliten,1
minuten,1
satellit,2
sichtfeld,1
bodenstation,1
übermittelt,1
zeitfenster,1
vernetzten,1
edrs-stationen,1
übermittler,1
"1,8",2
gigabit,2
sekunde,2
übermitteln,1
präzise,1
erdbeobachtungen,1
kommunikationsnetzwerk,1
lasertechnologie,1
optisch,1
vernetzt,1
bandbreite,1
übertragen,1
liefert,1
exakteres,1
unseren,1
planeten,1
umwelt,1
kurzer,1
flächenbrände,1
geortet,1
rettende,1
einzuleiten,1
weiterentwicklung,1
edrs-netzwerks,1
weltraumorganisation,1
esa,1
partnerschaft,1
airbus,1
schnellere,1
datenautobahn,1
schaffen,2
programm,2
235,1
edrs-c-satellit,1
entworfen,2
gebaut,1
getestet,1
entwicklung,2
laserkommunikations-technologie,1
gearbeitet,1
datenrate,1
"3,6",1
entfernung,1
edrs-systems,1
40.0000,1
geplant,1
dritter,1
erfasst,1
28.,1
bebte,1
mehrmals,1
heftig,1
palu,3
indonesischen,1
zentralsulawesi,1
erdstöße,1
erreichte,1
"7,5.",1
entstand,1
tsunami,4
dessen,1
wellen,2
vulkanausbruchnach,1
kam,1
oktober,1
600,1
luftlinie,1
vulkanausbruch,2
vulkan,1
soputan,1
nordosten,1
insel,1
sulawesi,1
schoss,1
asche,1
4.000,1
naturgewalten,1
1.500,1
vulkanausbruchs,1
erdrutschen,1
hagel,1
sintflutartigem,1
platzregen,1
gezielter,1
piloteinheit,2
beine,1
schnell-einsatz-gruppe,1
g.i.l.t,1
gelände,2
logistik,1
transport,1
sicherstellen,1
einsatzort,2
spezialisten-einheit,1
brk-projektleiter,2
uwe,2
kippnich,2
konkurrenz,1
technischen,1
feuerwehr,1
sein.anpassung,1
veränderten,2
wetterverhältnissemit,1
spezial-einheit,1
wetterverhältnisse,1
wetterphänomene,1
kürnach,1
schneise,1
verwüstung,1
völlig,1
herausforderungen,1
tornados,1
undenkbar,1
kippnich.geländegängiger,1
fuhrparkzur,1
stationierten,1
amphibienfahrzeug,1
gelände-krankenwagen,1
geländegängige,1
lastwagen,1
quad,1
drohnen,1
arbeiten,1
eingebundenen,1
kräfte,1
blockieren,1
binden,1
entstehen,2
zusätzlichen,1
anschaffungskosten,1
knippich,1
taktisches,1
zusammenführen,1
bestehenden,1
fahrzeugen,1
.kooperation,1
dlrdamit,1
hilflosen,1
person,1
erkunden,1
geländes,1
unkompliziert,1
dorthin,1
frei,2
arbeitet,1
dlr-wissenschaftler,1
gezielt,1
satelliten-,1
luftgestützten,1
verkehrsfluss,1
effektiver,1
geleitet,1
gegenseitig,1
b5,2
wirtschaft,2
nachhören,1
abo,1
schlagwort,1
tippen,1
liste,1
dazufügen,1
wintersturm,1
friederike,1
verursachten,1
umgerechnet,1
28,1
halb,1
niedrigste,1
2005,1
halbjährlichen,1
naturkatastrophenbericht,1
ausführt,1
versichert.weniger,1
naturkatastrophenauch,1
beklagen,2
früheren,1
3.000,1
guatemala,1
torsten,1
jeworrek,1
zufallsbedingt,1
sturzfluten,1
anstrengung,2
hintergründe,1
verstehen,2
vorzubeugen,1
jeworrek.heftige,1
jahreshälftebei,1
heftigeren,1
jahreshälfte,1
hurrikan-saison,1
karibik,1
abschätzen,1
landwirte,1
anhaltende,1
ausfälle,1
ernte,1
überflutungen,1
erdrutsche,1
treiben,1
traten,1
ufer,1
zehntausende,1
deiche,1
gebrochen,1
flüssen,1
schwimmen,1
zerstörter,1
30.000,1
evakuierungszentren,1
untergebracht,1
dauereinsatzzahlreiche,1
dächer,1
geflüchtet,1
hubschraubern,1
booten,1
flutopfern,1
ausharren,1
zugangsstraßen,1
weggespült,1
besseren,1
feuersbrünsten,1
tsunamis,1
hilfs-,1
opferbereitschaft,1
heldengeschichten,1
geschrieben,1
selbstlosigkeit,1
überlebenswille,1
rücksichtslosigkeit,1
egoismus,1
aberglaube,1
heinrich,2
kleists,1
berühmter,1
novelle,1
chili,1
fantasiert,1
wahren,1
begebenheit,1
1647,1
urplötzlich,1
mauern,1
einbrechen,1
stein,1
moralischen,1
gesellschaftlichen,1
kurze,1
dürfen,1
siegen,1
fanatiker,1
eigens,2
geflogenan,1
stuttgarter,3
staatsoper,2
textdichter,1
marcel,2
beyer,2
japanische,2
komponist,3
toshio,1
hosokawa,2
stoff,1
oper,1
erdbeben.träume,2
großer,1
trauergesang,1
umgang,1
hiroshima,2
1945,1
fukushima,2
2011.,1
produktionsteam,1
geflogen,1
dortigen,1
verwüstungen,1
augenschein,1
1955,1
geboren,1
atombomben-abwurf,1
kennt,1
langzeit-folgen,1
verwunderlich,1
dominieren,1
werk,2
posaunen,1
lautesten,1
schreiendsten,1
instrumente,1
